vat_id,source_url,source_file
FI01244162,https://www.vttresearch.com/en/news-and-ideas/european-consortium-developed-components-miniaturized-gas-sensors-based-mid-ir,df_relationships_vtt_domain.csv
FI22422730,https://www.vttresearch.com/en/news-and-ideas/tampere-university-and-vtt-lead-robotisation-smes-total-funding-eur-32-million,df_relationships_vtt_domain.csv
FI26305734,https://www.vttresearch.com/en/news-and-ideas/vtt-develops-new-sustainable-way-turn-forestry-waste-transport-fuels-and-chemicals,df_relationships_vtt_domain.csv
FI01111693,https://www.vttresearch.com/en/news-and-ideas/finland-aiming-pole-position-development-autonomous-systems,df_relationships_vtt_domain.csv
FI26798815,https://www.vttresearch.com/en/news-and-ideas/road-safety-new-level-using-5g,df_relationships_vtt_domain.csv
FI01111693,https://www.vttresearch.com/en/news-and-ideas/circular-economy-needs-acceleration-how-put-materials-circulation-more-efficiently,df_relationships_vtt_domain.csv
FI02026693,https://www.vttresearch.com/en/news-and-ideas/involving-companies-planning-flexible-exploitation-health-data,df_relationships_vtt_domain.csv
FI20085742,https://www.vttresearch.com/en/news-and-ideas/ministry-economic-affairs-and-employments-evaluation-praises-vtts-competence,df_relationships_vtt_domain.csv
FI10983223,https://www.vttresearch.com/en/news-and-ideas/new-finnish-research-and-innovation-unity-promotes-oat-consumption-and-business,df_relationships_vtt_domain.csv
FI01165106,https://www.vttresearch.com/en/news-and-ideas/digital-society-relies-5g-vtt-developing-more-secure-5g-network-companies,df_relationships_vtt_domain.csv
FI07634030,https://www.vttresearch.com/en/news-and-ideas/flagships-project-deploy-two-hydrogen-vessels,df_relationships_vtt_domain.csv
FI18523029,https://www.vttresearch.com/en/news-and-ideas/neste-and-vtt-strengthen-their-partnership-through-research-investments-finland,df_relationships_vtt_domain.csv
FI22422730,https://www.vttresearch.com/en/news-and-ideas/resource-efficient-future-cities,df_relationships_vtt_domain.csv
FI02458939,https://www.vttresearch.com/fi/uutiset-ja-tarinat/ruokaa-ilmasta-uudella-prosessilla,df_relationships_vtt_domain.csv
FI28721168,https://www.vttresearch.com/en/news-and-ideas/food-air-new-process-power-x-solution-and-pilot-equipment-lut-and-vtt,df_relationships_vtt_domain.csv
PT501461108,https://www.vttresearch.com/en/news-and-ideas/new-sustainable-technologies-wood-textile-value-chain-enables-increased-production,df_relationships_vtt_domain.csv
FI27256903,https://www.vttresearch.com/en/news-and-ideas/vtt-develops-novel-device-processing-problematic-waste,df_relationships_vtt_domain.csv
FI01111693,https://www.vttresearch.com/en/news-and-ideas/circular-economy-mindset-companies-need-well,df_relationships_vtt_domain.csv
FI29126256,https://www.vttresearch.com/en/news-and-ideas/quantum-computing-iqm-commercialise-groundbreaking-research-aalto-university-and-vtt,df_relationships_vtt_domain.csv
FI22422730,https://www.vttresearch.com/en/news-and-ideas/telaketju-changing-our-understanding-textile-recycling,df_relationships_vtt_domain.csv
FI01165106,https://www.vttresearch.com/en/news-and-ideas/finnish-5g-developers-and-early-utilisers-joined-forces-tackle-cybersecurity,df_relationships_vtt_domain.csv
FI28721168,https://www.vttresearch.com/en/news-and-ideas/materials-and-chemicals-first-commodities-be-commercialized-carbon-reuse-economy,df_relationships_vtt_domain.csv
FI01010841,https://www.vttresearch.com/en/news-and-ideas/finland-has-lot-special-expertise-microelectronics,df_relationships_vtt_domain.csv
FI05925096,https://www.vttresearch.com/en/news-and-ideas/combination-wood-fibres-and-spider-silk-could-rival-plastic,df_relationships_vtt_domain.csv
FI23354450,https://www.vttresearch.com/en/news-and-ideas/vtt-develops-smart-cities-luxturrim5g-ecosystem,df_relationships_vtt_domain.csv
FI01111693,https://www.vttresearch.com/en/news-and-ideas/clear-sector-specific-differences-companies-digimaturity-levels,df_relationships_vtt_domain.csv
FI01111693,https://www.vttresearch.com/en/news-and-ideas/motorcycles-be-made-smarter-and-safer-digitalisation,df_relationships_vtt_domain.csv
FI22422730,https://www.vttresearch.com/en/news-and-ideas/vtt-founds-subsidiary-offer-innovations-autonomous-mobility,df_relationships_vtt_domain.csv
FI10982570,https://www.vttresearch.com/en/news-and-ideas/smarttram-ecosystem-brings-attractive-solutions-sustainable-mobility-while-fostering,df_relationships_vtt_domain.csv
FI06640324,https://www.vttresearch.com/en/news-and-ideas/vtts-snack-machine-prepares-healthy-scoothie-according-users-wishes,df_relationships_vtt_domain.csv
FI32001104,https://www.vttresearch.com/en/news-and-ideas/vtts-deep-tech-incubator-teams-come-two-solutions-meet-need-new-sustainable-fish,df_relationships_vtt_domain.csv
FI01111693,https://www.vttresearch.com/en/news-and-ideas/ninety-cent-worlds-trade-transported-water-maritime-climate-action-begins-solving,df_relationships_vtt_domain.csv
FI07634030,https://www.vttresearch.com/en/news-and-ideas/ninety-cent-worlds-trade-transported-water-maritime-climate-action-begins-solving,df_relationships_vtt_domain.csv
FI02458963,https://www.vttresearch.com/fi/uutiset-ja-tarinat/salofa-tuo-vttn-ja-turun-yliopiston-kehittaman-sinilevatestin-markkinoille,df_relationships_vtt_domain.csv
FI18970646,https://www.vttresearch.com/en/news-and-ideas/electronics-developers-start-extensive-co-operation-advance-circular-economy,df_relationships_vtt_domain.csv
FI26398221,https://www.vttresearch.com/en/news-and-ideas/leo-satellites-promise-great-mobile-business-opportunities,df_relationships_vtt_domain.csv
FI01244162,https://www.vttresearch.com/fi/uutiset-ja-tarinat/elektroniikan-kehittajat-aloittavat-mittavan-yhteistyon-tavoitteena-kiertotalous,df_relationships_vtt_domain.csv
FI01162976,https://www.vttresearch.com/fi/uutiset-ja-tarinat/valipala-automaatti-valmistaa-terveellisen-scoothien-kayttajansa-toiveiden,df_relationships_vtt_domain.csv
FI09342090,https://www.vttresearch.com/fi/uutiset-ja-tarinat/reboot-iot-factory-uudistaa-teollisuutta-digitaalisilla-ratkaisuilla-tavoitteena,df_relationships_vtt_domain.csv
FI02446292,https://www.vttresearch.com/fi/uutiset-ja-tarinat/suomalaisyrityksista-maailman-vesivastuullisimmat-uusi-tiekartta-nayttaa-suunnan,df_relationships_vtt_domain.csv
FI01556684,https://www.vttresearch.com/fi/uutiset-ja-tarinat/suomalaisesta-tutkimushankkeesta-tyokaluja-tekoalysovellusten-eettiseen,df_relationships_vtt_domain.csv
FI07634030,https://www.vttresearch.com/en/news-and-ideas/novums-open-technology-platform-launched-improve-cellulose-electrical-insulation,df_relationships_vtt_domain.csv
FI25467045,https://www.vttresearch.com/en/news-and-ideas/improved-comfort-and-safety-future-firefighters-and-rescue-workers-smart-clothing,df_relationships_vtt_domain.csv
FI27665037,https://www.vttresearch.com/en/news-and-ideas/new-ecosystem-launched-boost-photo-and-radiation-detector-hardware-development,df_relationships_vtt_domain.csv
FI27256903,https://www.vttresearch.com/fi/uutiset-ja-tarinat/sahkon-kulutusjouston-tarve-kasvaa-nyt-pilotoitava-markkinapaikka-tehostaisi,df_relationships_vtt_domain.csv
FI01010841,https://www.vttresearch.com/fi/uutiset-ja-tarinat/alyvaatetuksella-viihtyvyytta-ja-turvallisuutta-tulevaisuuden-palo-ja,df_relationships_vtt_domain.csv
FI08974643,https://www.vttresearch.com/fi/uutiset-ja-tarinat/vtt-kehittanyt-tyokalun-tukemaan-astronautteja-monimutkaisissa-korjaustoissa,df_relationships_vtt_domain.csv
FI29126256,https://www.vttresearch.com/fi/uutiset-ja-tarinat/kvanttilaskentaan-erikoistunut-iqm-kaupallistamaan-aalto-yliopiston-ja-vttn,df_relationships_vtt_domain.csv
FI03134717,https://www.vttresearch.com/fi/uutiset-ja-tarinat/open-mode-hankkeessa-kehitetaan-uusia-logistiikkaratkaisuja-kuluttajatuotteille,df_relationships_vtt_domain.csv
FI08894475,https://www.vttresearch.com/fi/uutiset-ja-tarinat/yritysten-digikypsyydessa-selkeita-toimialakohtaisia-eroja,df_relationships_vtt_domain.csv
FI08020049,https://www.vttresearch.com/fi/uutiset-ja-tarinat/kauran-kulutusta-ja-suomalaista-kaurabisnesta-vahvistetaan-uudella-tutkimuksella,df_relationships_vtt_domain.csv
FI07793883,https://www.vttresearch.com/fi/uutiset-ja-tarinat/kansainvalinen-si-mittayksikkojarjestelma-uudistuu-tanaan-mittaukset-entista,df_relationships_vtt_domain.csv
FI26776296,https://www.vttresearch.com/fi/uutiset-ja-tarinat/hiilikadenjalki-uusi-ymparistomittari-tuotteiden-positiivisten,df_relationships_vtt_domain.csv
FI08932048,https://www.vttresearch.com/en/news-and-ideas/automating-cyber-physical-systems-while-enjoying-my-summer-vtt,df_relationships_vtt_domain.csv
FI24979778,https://www.vttresearch.com/fi/uutiset-ja-tarinat/eurooppa-tahtaa-polttokennoteknologian-maailmanluokan-kaupallistajaksi-vttn,df_relationships_vtt_domain.csv
FI02446807,https://www.vttresearch.com/fi/uutiset-ja-tarinat/kansallinen-tutkimusohjelma-kehittaa-kotimaista-ydinjatehuollon-osaamista,df_relationships_vtt_domain.csv
FI26740509,https://www.vttresearch.com/fi/uutiset-ja-tarinat/kolme-uutta-jasenta-vttn-hallitukseen,df_relationships_vtt_domain.csv
FI27256903,https://www.vttresearch.com/fi/uutiset-ja-tarinat/hiilikadenjalki-uusi-ymparistomittari-tuotteiden-positiivisten,df_relationships_vtt_domain.csv
FI02446647,https://www.vttresearch.com/fi/uutiset-ja-tarinat/caas-ekosysteemi-sujuvoittamaan-tavaralogistiikkaa,df_relationships_vtt_domain.csv
FI27256903,https://www.vttresearch.com/fi/uutiset-ja-tarinat/tasmennys-julkaistuun-tiedotteeseen-biohiili-voi-toimia-hiilivarastona,df_relationships_vtt_domain.csv
FI01244162,https://www.vttresearch.com/fi/uutiset-ja-tarinat/eurooppalainen-konsortio-kehitti-komponentteja-keski-infrapunaspektroskopiaan,df_relationships_vtt_domain.csv
FI01165106,https://www.vttresearch.com/fi/uutiset-ja-tarinat/alykas-valaistus-tuo-huvia-ja-hyotya-kaupunkilaisille-energiansaasto-tutkitusti,df_relationships_vtt_domain.csv
FI21832199,https://www.vttresearch.com/en/news-and-ideas/our-quantum-results-climbed-top-world,df_relationships_vtt_domain.csv
FI08932048,https://www.vttresearch.com/en/news-and-ideas/platform-ecosystem-canvas-defining-core-elements-new-economy,df_relationships_vtt_domain.csv
FI08932048,https://www.vttresearch.com/en/news-and-ideas/robots-create-hands-feeling-remote-mine-operators,df_relationships_vtt_domain.csv
FI05925096,https://www.vttresearch.com/fi/uutiset-ja-tarinat/synteettiset-supersienet-mullistavat-biotekniikan-mahdollisuudet,df_relationships_vtt_domain.csv
FI26776296,https://www.vttresearch.com/en/news-and-ideas/vtts-innovations-help-finland-live-forest-also-future,df_relationships_vtt_domain.csv
FI15582373,https://www.vttresearch.com/en/news-and-ideas/smart-energy-finland-plays-key-role-securing-clean-low-carbon-future,df_relationships_vtt_domain.csv
FI24105122,https://www.vttresearch.com/en/news-and-ideas/finland-began-industrialise-printed-intelligence-under-vtts-leadership,df_relationships_vtt_domain.csv
FI02152892,https://www.vttresearch.com/fi/uutiset-ja-tarinat/vuoden-teknologiajohtajaksi-valittu-sauli-eloranta-vttlle-tyoelamaprofessoriksi,df_relationships_vtt_domain.csv
FI27256903,https://www.vttresearch.com/en/news-and-ideas/sauli-eloranta-winner-cto-year-award-2019-appointed-professor-practice-vtt,df_relationships_vtt_domain.csv
FI02458955,https://www.vttresearch.com/fi/uutiset-ja-tarinat/suomi-nousi-painetun-alyn-teollistajaksi-vttn-johdolla,df_relationships_vtt_domain.csv
FI09893765,https://www.vttresearch.com/fi/uutiset-ja-tarinat/energiaministeri-laajentaisi-paastokauppaa,df_relationships_vtt_domain.csv
FI26004499,https://www.vttresearch.com/fi/uutiset-ja-tarinat/vtt-loi-ihmiskunnalle-kuudennen-aistin,df_relationships_vtt_domain.csv
FI26776296,https://www.vttresearch.com/fi/uutiset-ja-tarinat/vttn-innovaatioiden-avulla-suomi-elaa-metsista-myos-tulevaisuudessa,df_relationships_vtt_domain.csv
FI19274001,https://www.vttresearch.com/fi/uutiset-ja-tarinat/kitka-ja-kasvihuonepaastot-kuriin-materiaalien-digitoinnilla,df_relationships_vtt_domain.csv
FI19403934,https://www.vttresearch.com/fi/uutiset-ja-tarinat/pakkausmuovi-vaihtuu-puukuituun,df_relationships_vtt_domain.csv
FI22895941,https://www.vttresearch.com/fi/uutiset-ja-tarinat/suomalainen-polttokennotekniikka-pyrkii-maailmalle,df_relationships_vtt_domain.csv
FI27256903,https://www.vttresearch.com/fi/uutiset-ja-tarinat/fuusiosta-kestava-ratkaisu-energiapulaan,df_relationships_vtt_domain.csv
FI18523029,https://www.vttresearch.com/en/news-and-ideas/energy-sector-jointly-preparing-cyber-threats,df_relationships_vtt_domain.csv
FI01244162,https://www.vttresearch.com/fi/uutiset-ja-tarinat/mahdollisuus-vaikuttaa-tulevaisuuteen-innostaa-ihmisten-ja-organisaatioiden,df_relationships_vtt_domain.csv
FI17635619,https://www.vttresearch.com/en/news-and-ideas/pekka-soinis-business-finland-internationalisation-channel-companies,df_relationships_vtt_domain.csv
FI25530198,https://www.vttresearch.com/en/news-and-ideas/sustainable-production-methods-and-traceability-materials-battery-manufacturing,df_relationships_vtt_domain.csv
FI02012566,https://www.vttresearch.com/fi/uutiset-ja-tarinat/lisatty-todellisuus-kaupunkien-data-ja-sen-luomat-mahdollisuudet,df_relationships_vtt_domain.csv
FI26776296,https://www.vttresearch.com/fi/uutiset-ja-tarinat/muovien-kiertotalouden-abc-muovi-kehittyva-materiaali,df_relationships_vtt_domain.csv
FI18523029,https://www.vttresearch.com/fi/uutiset-ja-tarinat/muovien-kiertotalouden-abc-miten-uudesta-muovitaloudesta-tulee-totta,df_relationships_vtt_domain.csv
FI19403934,https://www.vttresearch.com/fi/uutiset-ja-tarinat/tekstiilien-kiertotalous-helppoa-vai-vaikeaa,df_relationships_vtt_domain.csv
FI01098628,https://www.vttresearch.com/fi/uutiset-ja-tarinat/miksi-sahkoautoa-ei-kannata-ladata-kotona-15-sekunnissa,df_relationships_vtt_domain.csv
FI07634030,https://www.vttresearch.com/fi/uutiset-ja-tarinat/miksi-sahkoautoa-ei-kannata-ladata-kotona-15-sekunnissa,df_relationships_vtt_domain.csv
FI02057174,https://www.vttresearch.com/fi/uutiset-ja-tarinat/kurssi-kohti-kiertotaloutta-hiiohoi,df_relationships_vtt_domain.csv
FI02152892,https://www.vttresearch.com/fi/uutiset-ja-tarinat/kiertotalouden-logistiikka-haaste-mutta-selatettavissa,df_relationships_vtt_domain.csv
FI05925096,https://www.vttresearch.com/en/news-and-ideas/power-data-remote-work-anticipation-supports-success,df_relationships_vtt_domain.csv
FI26776296,https://www.vttresearch.com/fi/uutiset-ja-tarinat/sairaaloihin-kehitetaan-puupohjaisia-materiaaleja-estamaan-mikrobien-leviamista,df_relationships_vtt_domain.csv
FI07570954,https://www.vttresearch.com/fi/uutiset-ja-tarinat/printocent10-hanke-vauhdittaa-terveyden-ja-hyvinvoinnin-diagnostiikkatestien,df_relationships_vtt_domain.csv
FI10728943,https://www.vttresearch.com/fi/uutiset-ja-tarinat/saatovoimaa-tulevaisuuden-sahkomarkkinalle-rakennus-kertomaan-omasta,df_relationships_vtt_domain.csv
FI32297208,https://www.vttresearch.com/fi/uutiset-ja-tarinat/piifotoniikka-elektroniikkateollisuuden-uudeksi-kilpailuvaltiksi,df_relationships_vtt_domain.csv
FI03134717,https://www.vttresearch.com/fi/uutiset-ja-tarinat/puupohjaisten-tekstiilikuitujen-tuotannon-lisaaminen-mahdollista-euroopassa,df_relationships_vtt_domain.csv
FI17962775,https://www.vttresearch.com/fi/uutiset-ja-tarinat/puhtaan-veden-ja-ravinteiden-talteenotto-saariston-veneiden-ja-kalajalostamon,df_relationships_vtt_domain.csv
FI02446807,https://www.vttresearch.com/fi/uutiset-ja-tarinat/kiertotalouden-yhteislaboratorio-avautui-otaniemessa,df_relationships_vtt_domain.csv
FI01010841,https://www.vttresearch.com/fi/uutiset-ja-tarinat/suomessa-paljon-mikroelektroniikan-erikoisosaamista,df_relationships_vtt_domain.csv
FI26398221,https://www.vttresearch.com/fi/uutiset-ja-tarinat/leo-satelliitit-lupaavat-mobiilialalle-huikeita-mahdollisuuksia,df_relationships_vtt_domain.csv
FI07634030,https://www.vttresearch.com/fi/uutiset-ja-tarinat/maailmankaupasta-90-prosenttia-kulkee-vesiteitse-merenkulun-ilmastotyo-alkaa,df_relationships_vtt_domain.csv
FI27256903,https://www.vttresearch.com/fi/uutiset-ja-tarinat/telaketju-muuttaa-kasityksemme-tekstiilien-kierratyksesta,df_relationships_vtt_domain.csv
FI03134717,https://www.vttresearch.com/fi/uutiset-ja-tarinat/suomi-tahtaa-karkipaikalle-autonomisten-jarjestelmien-kehityksessa,df_relationships_vtt_domain.csv
FI27256903,https://www.vttresearch.com/fi/uutiset-ja-tarinat/uutta-laivateknologiaa-arktisisiin-olosuhteisiin-lisaa-kestavyytta-ja-elinikaa,df_relationships_vtt_domain.csv
FI27256903,https://www.vttresearch.com/fi/uutiset-ja-tarinat/vtt-kehitti-luonnonmateriaaleista-tehokkaan-palonsuojapinnoitteen,df_relationships_vtt_domain.csv
FI02446647,https://www.vttresearch.com/fi/uutiset-ja-tarinat/antti-arasto-suomen-ilmastopaneelin-jaseneksi,df_relationships_vtt_domain.csv
FI02024196,https://www.vttresearch.com/fi/uutiset-ja-tarinat/vesihuoltolaitosten-kyberturvallisuuteen-uusia-tyokaluja-kyber-vesi-hankkeessa,df_relationships_vtt_domain.csv
FI27256903,https://www.vttresearch.com/fi/uutiset-ja-tarinat/vttn-uudella-menetelmalla-metsatahteista-liikenteen-polttoaineita-ja-kemikaaleja,df_relationships_vtt_domain.csv
FI21832199,https://www.vttresearch.com/en/news-and-ideas/vtt-participates-eu1-billion-quantum-flagship-initiative,df_relationships_vtt_domain.csv
FI10983223,https://www.vttresearch.com/fi/uutiset-ja-tarinat/uudet-biomateriaalit-voivat-ratkaista-kestavan-kehityksen-haasteita,df_relationships_vtt_domain.csv
FI10957543,https://www.vttresearch.com/en/news-and-ideas/charles-d-scott-award-professor-merja-penttila,df_relationships_vtt_domain.csv
FI27256903,https://www.vttresearch.com/fi/uutiset-ja-tarinat/vtt-aalto-yliopisto-ja-helsingin-yliopisto-suomi-kestavan-akkutuotannon-ja,df_relationships_vtt_domain.csv
FI07634030,https://www.vttresearch.com/fi/uutiset-ja-tarinat/vtt-ja-abb-kehittavat-vetyteknologialla-kulkevia-nollapaastoisia-laivoja,df_relationships_vtt_domain.csv
FI07218117,https://www.vttresearch.com/en/news-and-ideas/vtts-cyber-security-team-best-identifying-attack-vectors-highest-vulnerabilities,df_relationships_vtt_domain.csv
FI05925096,https://www.vttresearch.com/fi/uutiset-ja-tarinat/vttlta-tehokas-keino-ratkaista-bio-ja-kiertotalouden-haasteita,df_relationships_vtt_domain.csv
FI25281603,https://www.vttresearch.com/fi/uutiset-ja-tarinat/suomi-etenee-kohti-poistotekstiilien-tehokasta-kiertotaloutta,df_relationships_vtt_domain.csv
FI23810268,https://www.vttresearch.com/en/news-and-ideas/vtt-speeds-finnish-electronics-industry-ecosystem,df_relationships_vtt_domain.csv
FI19992126,https://www.vttresearch.com/en/news-and-ideas/nanobiotechnology-treatment-and-diagnostics-tool-severe-diseases,df_relationships_vtt_domain.csv
FI01966560,https://www.vttresearch.com/en/news-and-ideas/vtt-and-its-partners-are-developing-nuclear-power-plant-decommissioning-business,df_relationships_vtt_domain.csv
FI27256903,https://www.vttresearch.com/en/news-and-ideas/vtt-and-its-partners-are-developing-nuclear-power-plant-decommissioning-business,df_relationships_vtt_domain.csv
FI01162976,https://www.vttresearch.com/en/news-and-ideas/vtt-launches-accelerator-food-industry-start-ups,df_relationships_vtt_domain.csv
FI21597563,https://www.vttresearch.com/en/news-and-ideas/carbon-dioxide-raw-material-chemical-industry-seeking-climate-friendly-and,df_relationships_vtt_domain.csv
BE0890025478,https://www.vttresearch.com/en/news-and-ideas/empower-project-kicks-espoo,df_relationships_vtt_domain.csv
FI01011975,https://www.vttresearch.com/en/news-and-ideas/reuse-building-components-fights-waste,df_relationships_vtt_domain.csv
FI19274001,https://www.vttresearch.com/fi/uutiset-ja-tarinat/tuore-raportti-kiertotalouden-liiketoiminta-voidaan-kaksinkertaistaa-suomessa,df_relationships_vtt_domain.csv
